Name,CSD Refcode,Database_Acronym,Generic Identity,Calculation Type,Density,GSA,VSA,VF,PV,LCD,PLD,Source,Crystal Structure File Type,Crystal Structure Availability,matched_not_open_in_col
FATKUI_CoRE,FATKUI,CoRE,Real,Crystallographic properties,1.76449,373.943,659.818,0.323573,0.273802,4.71614,3.90797,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
NEGMUI_CoRE,NEGMUI,CoRE,Real,Crystallographic properties,1.70833,0.0,0.0,0.332094,0.294561,6.43529,3.57476,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
MEYLIN_clean,MEYLIN,CoRE 2019,Real,Machine Learning,1.60882,0.0,0.0,0.5864,0.36449,4.35255,2.41172,DOI: 10.5281/zenodo.3534151,CIF (P1 Symmetry),Open Source,
AVUHIJ_clean,AVUHIJ,CoRE 2019,Real,Machine Learning,1.36097,0.0,0.0,0.4122,0.302873,3.85535,2.975,DOI: 10.5281/zenodo.3540115,CIF (P1 Symmetry),Open Source,
NOKPEJ_CoRE,NOKPEJ,CoRE,Real,Crystallographic properties,1.6407,0.0,0.0,0.305707,0.327816,4.49218,3.71022,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
XIRHUC_clean,XIRHUC,CoRE 2019,Real,Machine Learning,1.37485,0.0,0.0,0.42,0.305489,3.93056,2.87434,DOI: 10.5281/zenodo.3539200,CIF (P1 Symmetry),Open Source,
KEDQAN_CoRE,KEDQAN,CoRE,Real,Crystallographic properties,1.24227,551.919,685.633,0.365405,0.390459,6.47084,4.69781,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
PEHQID_CoRE,PEHQID,CoRE,Real,Crystallographic properties,1.46568,542.777,795.535,0.368343,0.363747,5.14211,3.77935,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
DAPZAW_clean,DAPZAW,CoRE 2019,Real,Machine Learning,2.02961,0.0,0.0,0.517,0.254728,5.27842,2.79747,DOI: 10.5281/zenodo.3540325,CIF (P1 Symmetry),Open Source,
ILASIZ_clean,ILASIZ,CoRE 2019,Real,Machine Learning,1.12333,0.0,0.0,0.4768,0.424451,4.54164,2.63088,DOI: 10.5281/zenodo.3532355,CIF (P1 Symmetry),Open Source,
NOFQOQ_clean,NOFQOQ,CoRE 2019,Real,Machine Learning,1.52336,528.834,805.604,0.5044,0.331111,5.26068,4.9317,DOI: 10.5281/zenodo.3534811,CIF (P1 Symmetry),Open Source,
YUNJEX_clean,YUNJEX,CoRE 2019,Real,Machine Learning,1.41056,0.0,0.0,0.483,0.342416,3.65182,2.96752,DOI: 10.5281/zenodo.3539753,CIF (P1 Symmetry),Open Source,
DUFXOT_clean,DUFXOT,CoRE 2019,Real,Machine Learning,1.61653,0.0,0.0,0.4366,0.270084,3.61116,2.86179,DOI: 10.5281/zenodo.3530095,CIF (P1 Symmetry),Open Source,
CAYSOK_CoRE,CAYSOK,CoRE,Real,Crystallographic properties,1.15597,516.117,596.614,0.250832,0.411086,7.1006,5.08651,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
NUYNAY_clean,NUYNAY,CoRE 2019,Real,Machine Learning,1.29195,0.0,0.0,0.5078,0.393048,6.39583,3.24521,DOI: 10.5281/zenodo.3534913,CIF (P1 Symmetry),Open Source,
LAJTIC_clean,LAJTIC,CoRE 2019,Real,Machine Learning,1.857,250.843,465.817,0.5076,0.273344,3.75555,3.44484,DOI: 10.5281/zenodo.3533513,CIF (P1 Symmetry),Open Source,
PAMHES01_CoRE,PAMHES01,CoRE,Real,Crystallographic properties,1.41764,0.0,0.0,0.334846,0.373872,4.34401,3.08533,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
OHATEY_clean,OHATEY,CoRE 2019,Real,Machine Learning,1.76264,0.0,0.0,0.5128,0.290927,4.18487,3.17508,DOI: 10.5281/zenodo.3535043,CIF (P1 Symmetry),Open Source,
LAMHAI_clean,LAMHAI,CoRE 2019,Real,Machine Learning,1.56799,445.161,698.006,0.506,0.322707,5.00396,3.88434,DOI: 10.5281/zenodo.3533524,CIF (P1 Symmetry),Open Source,
DESJOB_clean,DESJOB,CoRE 2019,Real,Machine Learning,1.38909,0.0,0.0,0.3868,0.278455,3.09271,2.479,DOI: 10.5281/zenodo.3529878,CIF (P1 Symmetry),Open Source,
DOKHUH_clean,DOKHUH,CoRE 2019,Real,Machine Learning,1.29806,0.0,0.0,0.5106,0.393356,4.38063,2.80978,DOI: 10.5281/zenodo.3529982,CIF (P1 Symmetry),Open Source,
EBEZUI_ion_b,EBEZUI,CoRE 2019,Real,Machine Learning,1.37981,421.405,581.461,0.5038,0.365121,4.71709,3.35366,DOI: 10.5281/zenodo.3530200,CIF (P1 Symmetry),Open Source,
OVIQER_clean,OVIQER,CoRE 2019,Real,Machine Learning,1.47939,0.0,0.0,0.4908,0.331758,5.15013,2.67504,DOI: 10.5281/zenodo.3541408,CIF (P1 Symmetry),Open Source,
NACXOH_clean,NACXOH,CoRE 2019,Real,Machine Learning,1.46223,0.0,0.0,0.4726,0.323206,6.39824,2.58924,DOI: 10.5281/zenodo.3541228,CIF (P1 Symmetry),Open Source,
CAWVIH_CoRE,CAWVIH,CoRE,Real,Crystallographic properties,1.23903,575.697,713.304,0.365691,0.393575,6.48494,4.72476,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
UZEKEQ_clean,UZEKEQ,CoRE 2019,Real,Machine Learning,1.66742,508.351,847.636,0.4118,0.246968,4.76828,3.67807,DOI: 10.5281/zenodo.3537968,CIF (P1 Symmetry),Open Source,
NACYUM_CoRE,NACYUM,CoRE,Real,Crystallographic properties,1.38654,537.759,745.624,0.378815,0.331138,5.55428,3.97006,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
FAKGOP_CoRE,FAKGOP,CoRE,Real,Crystallographic properties,1.36171,0.0,0.0,0.26614,0.368768,3.95851,2.47987,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
EMIVAY_CoRE,EMIVAY,CoRE,Real,Crystallographic properties,1.16854,386.722,451.899,0.387365,0.437961,4.88617,3.76872,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
INIQON_clean,INIQON,CoRE 2019,Real,Machine Learning,1.39868,0.0,0.0,0.4848,0.346613,5.14726,2.67991,DOI: 10.5281/zenodo.3532417,CIF (P1 Symmetry),Open Source,
FELWUQ_CoRE,FELWUQ,CoRE,Real,Crystallographic properties,1.4981,0.0,0.0,0.242475,0.307766,5.93988,2.54332,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
TIFDOB_CoRE,TIFDOB,CoRE,Real,Crystallographic properties,1.19963,0.0,0.0,0.300903,0.418166,5.9292,2.69337,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
ja500618z_si_002_clean,Not Applicable,CoRE 2019,Real,Machine Learning,1.36609,0.0,0.0,0.5104,0.37362,4.31215,2.49505,DOI: 10.5281/zenodo.3532710,CIF (P1 Symmetry),Open Source,
NEKBEL_CoRE,NEKBEL,CoRE,Real,Crystallographic properties,1.60125,361.617,579.041,0.301031,0.320091,4.90746,3.89074,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
AMUFAR_clean,AMUFAR,CoRE 2019,Real,Machine Learning,1.41757,0.0,0.0,0.4486,0.316458,4.38732,2.9867,DOI: 10.5281/zenodo.3528498,CIF (P1 Symmetry),Open Source,
UTUMAY_CoRE,UTUMAY,CoRE,Real,Crystallographic properties,1.23359,0.0,0.0,0.321214,0.401838,4.48241,3.06783,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
OLOKEF_CoRE,OLOKEF,CoRE,Real,Crystallographic properties,1.5482,0.0,0.0,0.429753,0.327277,4.36483,3.3129,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
XUGSID_clean,XUGSID,CoRE 2019,Real,Machine Learning,1.39194,0.0,0.0,0.442,0.317543,4.92449,2.60361,DOI: 10.5281/zenodo.3539330,CIF (P1 Symmetry),Open Source,
WESNIS_clean,WESNIS,CoRE 2019,Real,Machine Learning,1.39757,0.0,0.0,0.4484,0.320844,4.00866,2.60918,DOI: 10.5281/zenodo.3538601,CIF (P1 Symmetry),Open Source,
FIBFUS_clean,FIBFUS,CoRE 2019,Real,Machine Learning,1.14652,0.0,0.0,0.4606,0.401737,4.79715,2.55839,DOI: 10.5281/zenodo.3530926,CIF (P1 Symmetry),Open Source,
GISWEM_clean,GISWEM,CoRE 2019,Real,Machine Learning,1.34736,188.959,254.596,0.4264,0.316472,4.22229,3.34094,DOI: 10.5281/zenodo.3531401,CIF (P1 Symmetry),Open Source,
KEVPEH_clean,KEVPEH,CoRE 2019,Real,Machine Learning,1.32583,0.0,0.0,0.4334,0.326889,3.35631,2.62128,DOI: 10.5281/zenodo.3533166,CIF (P1 Symmetry),Open Source,
UVUCEV_clean,UVUCEV,CoRE 2019,Real,Machine Learning,1.45056,527.42,765.054,0.4608,0.31767,5.657,3.96658,DOI: 10.5281/zenodo.3541924,CIF (P1 Symmetry),Open Source,
RAZGOQ_CoRE,RAZGOQ,CoRE,Real,Crystallographic properties,1.6171,360.994,583.764,0.320473,0.317809,5.22922,5.1443,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
BUCVIG_clean,BUCVIG,CoRE 2019,Real,Machine Learning,1.22513,0.0,0.0,0.4554,0.371716,5.34007,3.27818,DOI: 10.5281/zenodo.3529049,CIF (P1 Symmetry),Open Source,
NIFTIH_CoRE,NIFTIH,CoRE,Real,Crystallographic properties,1.37616,0.0,0.0,0.395084,0.37761,4.90975,3.65701,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
MOHSEJ_clean,MOHSEJ,CoRE 2019,Real,Machine Learning,1.58419,0.0,0.0,0.48,0.302994,4.90247,2.49368,DOI: 10.5281/zenodo.3534316,CIF (P1 Symmetry),Open Source,
LODPUR_clean,LODPUR,CoRE 2019,Real,Machine Learning,1.35933,0.0,0.0,0.4234,0.311477,3.98082,2.60457,DOI: 10.5281/zenodo.3533764,CIF (P1 Symmetry),Open Source,
ONODOM_clean,ONODOM,CoRE 2019,Real,Machine Learning,1.30639,0.0,0.0,0.4778,0.365741,5.43775,3.24635,DOI: 10.5281/zenodo.3541377,CIF (P1 Symmetry),Open Source,
DUXSUM_clean,DUXSUM,CoRE 2019,Real,Machine Learning,1.31322,0.0,0.0,0.4166,0.317235,3.39353,2.72033,DOI: 10.5281/zenodo.3530165,CIF (P1 Symmetry),Open Source,
ECUDIR_CoRE,ECUDIR,CoRE,Real,Crystallographic properties,2.64413,186.745,493.777,0.269582,0.189822,5.33987,4.51439,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
AHIYOH_clean,AHIYOH,CoRE 2019,Real,Machine Learning,1.42546,591.503,843.163,0.4554,0.319476,5.55847,4.74922,DOI: 10.5281/zenodo.3540073,CIF (P1 Symmetry),Open Source,
LUMMAJ_clean,LUMMAJ,CoRE 2019,Real,Machine Learning,1.61896,0.0,0.0,0.4432,0.273756,3.60227,2.93149,DOI: 10.5281/zenodo.3533866,CIF (P1 Symmetry),Open Source,
HADXIW_clean,HADXIW,CoRE 2019,Real,Machine Learning,2.30119,371.02,853.786,0.5434,0.236139,4.67426,4.35266,DOI: 10.5281/zenodo.3531617,CIF (P1 Symmetry),Open Source,
JOKYIR_clean,JOKYIR,CoRE 2019,Real,Machine Learning,1.55706,456.424,710.679,0.5092,0.327027,5.00078,3.76275,DOI: 10.5281/zenodo.3532918,CIF (P1 Symmetry),Open Source,
LAHYOL_clean,LAHYOL,CoRE 2019,Real,Machine Learning,1.41984,600.823,853.074,0.4516,0.318063,4.91604,3.64149,DOI: 10.5281/zenodo.3533505,CIF (P1 Symmetry),Open Source,
VEPDEB_CoRE,VEPDEB,CoRE,Real,Crystallographic properties,1.60145,0.0,0.0,0.343186,0.321811,5.81951,3.10409,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
NIWZIE18_clean,NIWZIE18,CoRE 2019,Real,Machine Learning,1.40313,0.0,0.0,0.4366,0.311162,2.95153,2.47294,DOI: 10.5281/zenodo.3534778,CIF (P1 Symmetry),Open Source,
SAPBAP_clean,SAPBAP,CoRE 2019,Real,Machine Learning,1.40313,0.0,0.0,0.4368,0.311304,2.95189,2.47298,DOI: 10.5281/zenodo.3536789,CIF (P1 Symmetry),Open Source,
LAMGUB_clean,LAMGUB,CoRE 2019,Real,Machine Learning,1.56907,440.295,690.851,0.504,0.32121,4.96165,3.84451,DOI: 10.5281/zenodo.3533523,CIF (P1 Symmetry),Open Source,
JAJLEO_clean,JAJLEO,CoRE 2019,Real,Machine Learning,1.47647,0.0,0.0,0.4786,0.324151,5.44394,2.82962,DOI: 10.5281/zenodo.3532792,CIF (P1 Symmetry),Open Source,
WOVDES_clean,WOVDES,CoRE 2019,Real,Machine Learning,1.22139,540.814,660.545,0.4386,0.359099,5.23028,4.01485,DOI: 10.5281/zenodo.3538804,CIF (P1 Symmetry),Open Source,
SOJKOT03_clean,SOJKOT03,CoRE 2019,Real,Machine Learning,1.59604,0.0,0.0,0.4506,0.282323,3.48714,3.20549,DOI: 10.5281/zenodo.3537007,CIF (P1 Symmetry),Open Source,
YISFEL_CoRE,YISFEL,CoRE,Real,Crystallographic properties,1.76848,271.501,480.144,0.29979,0.288591,5.46375,4.2377,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
VECWUX_CoRE,VECWUX,CoRE,Real,Crystallographic properties,1.2151,0.0,0.0,0.328881,0.414727,5.40728,3.62986,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
FERVOP_CoRE,FERVOP,CoRE,Real,Crystallographic properties,1.60689,0.0,0.0,0.357449,0.310808,4.3958,3.11715,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
BIHRER_clean,BIHRER,CoRE 2019,Real,Machine Learning,1.25322,0.0,0.0,0.4676,0.373118,6.1845,3.26807,DOI: 10.5281/zenodo.3540155,CIF (P1 Symmetry),Open Source,
CAVNOE_clean,CAVNOE,CoRE 2019,Real,Machine Learning,1.73091,501.29,867.69,0.4214,0.243455,5.24143,4.75286,DOI: 10.5281/zenodo.3529208,CIF (P1 Symmetry),Open Source,
YUKVAC_clean,YUKVAC,CoRE 2019,Real,Machine Learning,1.42099,0.0,0.0,0.5058,0.355949,4.29126,2.46053,DOI: 10.5281/zenodo.3539738,CIF (P1 Symmetry),Open Source,
LIRNEH_CoRE,LIRNEH,CoRE,Real,Crystallographic properties,1.15507,0.0,0.0,0.218454,0.426149,4.04228,2.51729,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
JOVDON_CoRE,JOVDON,CoRE,Real,Crystallographic properties,1.86328,0.0,0.0,0.20355,0.259114,4.04514,3.19787,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
LECHUX_CoRE,LECHUX,CoRE,Real,Crystallographic properties,2.83999,0.0,0.0,0.223248,0.171053,4.66634,2.72011,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
OQUWUU_clean,OQUWUU,CoRE 2019,Real,Machine Learning,2.62668,311.158,817.31,0.4758,0.181141,7.2326,3.56865,DOI: 10.5281/zenodo.3535229,CIF (P1 Symmetry),Open Source,
UNOTOH_clean,UNOTOH,CoRE 2019,Real,Machine Learning,1.34176,0.0,0.0,0.4354,0.324499,3.99709,3.24249,DOI: 10.5281/zenodo.3537822,CIF (P1 Symmetry),Open Source,
CEZFIY_CoRE,CEZFIY,CoRE,Real,Crystallographic properties,1.18992,278.839,331.798,0.348654,0.408677,5.34194,3.72114,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
NUNTOH_clean,NUNTOH,CoRE 2019,Real,Machine Learning,1.65303,0.0,0.0,0.5398,0.326552,4.10262,3.17813,DOI: 10.5281/zenodo.3534893,CIF (P1 Symmetry),Open Source,
NOQNOY_clean,NOQNOY,CoRE 2019,Real,Machine Learning,1.34891,0.0,0.0,0.49,0.363257,5.31837,2.93234,DOI: 10.5281/zenodo.3534839,CIF (P1 Symmetry),Open Source,
DIBPIP_CoRE,DIBPIP,CoRE,Real,Crystallographic properties,1.2135,0.0,0.0,0.37761,0.408524,4.52354,3.33216,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
CUWYOK_clean,CUWYOK,CoRE 2019,Real,Machine Learning,1.4204,503.989,715.864,0.4944,0.348072,4.73297,3.45027,DOI: 10.5281/zenodo.3529709,CIF (P1 Symmetry),Open Source,
NANMEW_CoRE,NANMEW,CoRE,Real,Crystallographic properties,1.38608,0.0,0.0,0.316938,0.362989,7.12956,3.30498,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
IRAJIV_clean,IRAJIV,CoRE 2019,Real,Machine Learning,2.02237,0.0,0.0,0.4866,0.240609,4.96691,3.06537,DOI: 10.5281/zenodo.3532467,CIF (P1 Symmetry),Open Source,
ZEDROR_CoRE,ZEDROR,CoRE,Real,Crystallographic properties,1.24486,0.0,0.0,0.410708,0.404446,5.08255,3.56751,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
KESHAT_CoRE,KESHAT,CoRE,Real,Crystallographic properties,1.78814,346.511,619.612,0.321665,0.26802,4.71415,3.88542,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
NOFQII_CoRE,NOFQII,CoRE,Real,Crystallographic properties,1.72407,0.0,0.0,0.351756,0.298027,6.19412,3.25534,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
JUSBAC_clean,JUSBAC,CoRE 2019,Real,Machine Learning,1.69538,461.462,782.353,0.4474,0.263894,5.9515,3.58022,DOI: 10.5281/zenodo.3532984,CIF (P1 Symmetry),Open Source,
MIHLEV_CoRE,MIHLEV,CoRE,Real,Crystallographic properties,1.38172,0.0,0.0,0.317812,0.346422,5.70252,3.69982,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
LUKRUE_clean_h,LUKRUE,CoRE 2019,Real,Machine Learning,1.36623,0.0,0.0,0.4088,0.299218,3.99432,3.21394,DOI: 10.5281/zenodo.3533855,CIF (P1 Symmetry),Open Source,
POKGEC_CoRE,POKGEC,CoRE,Real,Crystallographic properties,1.20216,128.138,154.043,0.295307,0.416876,4.44927,3.87743,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
ROJNEJ_CoRE,ROJNEJ,CoRE,Real,Crystallographic properties,1.69461,0.0,0.0,0.323714,0.265448,4.01951,2.77756,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
DAXKIY_clean,DAXKIY,CoRE 2019,Real,Machine Learning,1.44788,0.0,0.0,0.5204,0.359422,4.43594,2.97843,DOI: 10.5281/zenodo.3529841,CIF (P1 Symmetry),Open Source,
WOBFOK_clean,WOBFOK,CoRE 2019,Real,Machine Learning,1.72806,309.704,535.188,0.526,0.304387,4.31485,3.36072,DOI: 10.5281/zenodo.3538716,CIF (P1 Symmetry),Open Source,
XACQAT_clean,XACQAT,CoRE 2019,Real,Machine Learning,2.41939,341.47,826.15,0.42,0.173597,5.05389,3.89577,DOI: 10.5281/zenodo.3538917,CIF (P1 Symmetry),Open Source,
JOKYOX10_clean,JOKYOX10,CoRE 2019,Real,Machine Learning,1.57161,430.914,677.229,0.5068,0.322472,4.99892,3.69875,DOI: 10.5281/zenodo.3532919,CIF (P1 Symmetry),Open Source,
WOZSOT_CoRE,WOZSOT,CoRE,Real,Crystallographic properties,1.59976,0.0,0.0,0.316306,0.319138,7.64385,3.69554,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
SOJTOC_clean,SOJTOC,CoRE 2019,Real,Machine Learning,1.34552,0.0,0.0,0.4056,0.301445,4.09266,2.94986,DOI: 10.5281/zenodo.3537009,CIF (P1 Symmetry),Open Source,
TAZSAP02_clean,TAZSAP02,CoRE 2019,Real,Machine Learning,1.96517,433.06,851.036,0.4368,0.222271,4.8997,3.82043,DOI: 10.5281/zenodo.3537236,CIF (P1 Symmetry),Open Source,
ic060608urom20060410_101638_clean,Not Applicable,CoRE 2019,Real,Machine Learning,1.52818,450.644,688.664,0.5224,0.341845,4.58785,3.57723,DOI: 10.5281/zenodo.3532129,CIF (P1 Symmetry),Open Source,
LEVPEJ_clean,LEVPEJ,CoRE 2019,Real,Machine Learning,1.99058,344.582,685.918,0.3992,0.200544,8.86886,5.44927,DOI: 10.5281/zenodo.3541103,CIF (P1 Symmetry),Open Source,
COVJAA_clean,COVJAA,CoRE 2019,Real,Machine Learning,1.37547,0.0,0.0,0.4836,0.351589,5.12761,2.91468,DOI: 10.5281/zenodo.3529564,CIF (P1 Symmetry),Open Source,
FAVHIW_clean,FAVHIW,CoRE 2019,Real,Machine Learning,1.68898,458.419,774.259,0.459,0.271762,4.93663,4.37848,DOI: 10.5281/zenodo.3530819,CIF (P1 Symmetry),Open Source,
NAXKOO02_clean,NAXKOO02,CoRE 2019,Real,Machine Learning,1.4681,0.0,0.0,0.4106,0.279681,3.34841,2.90732,DOI: 10.5281/zenodo.3534561,CIF (P1 Symmetry),Open Source,
c5ce00923e_c5ce00923e2_clean,Not Applicable,CoRE 2019,Real,Machine Learning,1.65148,476.078,786.232,0.4444,0.269092,4.76542,3.49802,DOI: 10.5281/zenodo.3540190,CIF (P1 Symmetry),Open Source,
GUSNEN_SL,GUSNEN           ,CoRE 2019,Real,Machine Learning,1.52909,0.0,0.0,0.4272,0.279381,3.06406,2.5329,DOI: 10.5281/zenodo.3531574,CIF (P1 Symmetry),Open Source,
OSUVOP_clean,OSUVOP,CoRE 2019,Real,Machine Learning,1.73023,0.0,0.0,0.4692,0.271178,3.59403,2.65646,DOI: 10.5281/zenodo.3535276,CIF (P1 Symmetry),Open Source,
PACYIE_clean,PACYIE,CoRE 2019,Real,Machine Learning,1.60981,0.0,0.0,0.4314,0.267982,3.32223,2.42639,DOI: 10.5281/zenodo.3535418,CIF (P1 Symmetry),Open Source,
UFENEZ_clean,UFENEZ,CoRE 2019,Real,Machine Learning,1.61863,0.0,0.0,0.552,0.341028,4.2673,2.47371,DOI: 10.5281/zenodo.3537575,CIF (P1 Symmetry),Open Source,
HUNFON_clean,HUNFON,CoRE 2019,Real,Machine Learning,1.50686,0.0,0.0,0.4134,0.274346,3.70002,2.61591,DOI: 10.5281/zenodo.3532021,CIF (P1 Symmetry),Open Source,
ETEMEX_clean,ETEMEX,CoRE 2019,Real,Machine Learning,1.5488,0.0,0.0,0.4422,0.285511,5.91958,3.04496,DOI: 10.5281/zenodo.3540460,CIF (P1 Symmetry),Open Source,
FAHQIR_clean,FAHQIR,CoRE 2019,Real,Machine Learning,1.24631,518.44,646.137,0.4704,0.377434,5.4668,3.66161,DOI: 10.5281/zenodo.3530720,CIF (P1 Symmetry),Open Source,
YEGKIG_clean,YEGKIG,CoRE 2019,Real,Machine Learning,5.17652,119.676,619.506,0.3362,0.0649471,4.90062,3.57012,DOI: 10.5281/zenodo.3542300,CIF (P1 Symmetry),Open Source,
YOMZIL_clean,YOMZIL,CoRE 2019,Real,Machine Learning,1.23293,520.537,641.787,0.4508,0.365632,6.06999,4.11356,DOI: 10.5281/zenodo.3539643,CIF (P1 Symmetry),Open Source,
DASTEY01_CoRE,DASTEY01,CoRE,Real,Crystallographic properties,1.37071,236.39,324.022,0.348806,0.35949,5.09433,3.89591,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
BIBMAC_clean,BIBMAC,CoRE 2019,Real,Machine Learning,1.74888,0.0,0.0,0.446,0.255021,5.44888,3.01221,DOI: 10.5281/zenodo.3540149,CIF (P1 Symmetry),Open Source,
JORSEQ_clean,JORSEQ,CoRE 2019,Real,Machine Learning,1.43147,557.376,797.865,0.4912,0.343145,4.96868,3.55075,DOI: 10.5281/zenodo.3532931,CIF (P1 Symmetry),Open Source,
IYOBAA_CoRE,IYOBAA,CoRE,Real,Crystallographic properties,1.59482,551.362,879.326,0.324002,0.327349,7.42959,4.86526,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
VARREL_CoRE,VARREL,CoRE,Real,Crystallographic properties,1.74331,0.0,0.0,0.353943,0.294262,6.17066,3.2556,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
YAYLIV_CoRE,YAYLIV,CoRE,Real,Crystallographic properties,3.59848,0.0,0.0,0.246012,0.123261,4.05277,2.40295,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
HABZEQ_CoRE,HABZEQ,CoRE,Real,Crystallographic properties,1.65675,0.0,0.0,0.299773,0.255013,4.22175,2.48697,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
PEYSIW_CoRE,PEYSIW,CoRE,Real,Crystallographic properties,1.0552,562.226,593.26,0.40768,0.475363,5.69089,4.7197,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
EBEZUI_CoRE,EBEZUI,CoRE,Real,Crystallographic properties,1.37981,0.0,0.0,0.310722,0.367231,4.7171,3.35368,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
GAFBEX_clean,GAFBEX,CoRE 2019,Real,Machine Learning,1.90961,0.0,0.0,0.5018,0.262776,3.39789,2.57832,DOI: 10.5281/zenodo.3531187,CIF (P1 Symmetry),Open Source,
TEDXOR_clean,TEDXOR,CoRE 2019,Real,Machine Learning,1.24859,565.776,706.426,0.4748,0.380268,4.80997,3.90285,DOI: 10.5281/zenodo.3537250,CIF (P1 Symmetry),Open Source,
TUYLIJ_clean,TUYLIJ,CoRE 2019,Real,Machine Learning,1.86429,441.171,822.472,0.4454,0.238911,4.51754,3.71437,DOI: 10.5281/zenodo.3537525,CIF (P1 Symmetry),Open Source,
JOSQEN_clean,JOSQEN,CoRE 2019,Real,Machine Learning,1.36433,0.0,0.0,0.5176,0.37938,4.42427,2.44746,DOI: 10.5281/zenodo.3532935,CIF (P1 Symmetry),Open Source,
SAQZOB_CoRE,SAQZOB,CoRE,Real,Crystallographic properties,1.07284,0.0,0.0,0.35412,0.481039,5.52453,3.1503,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
XUNRUV_clean,XUNRUV,CoRE 2019,Real,Machine Learning,1.10077,0.0,0.0,0.4566,0.414801,4.49215,3.15718,DOI: 10.5281/zenodo.3539366,CIF (P1 Symmetry),Open Source,
EBIJAC_CoRE,EBIJAC,CoRE,Real,Crystallographic properties,1.35778,346.277,470.167,0.306886,0.346031,5.69411,4.345,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
XEKDOI_clean,XEKDOI,CoRE 2019,Real,Machine Learning,1.4574,513.486,748.354,0.4558,0.312749,4.10568,3.45704,DOI: 10.5281/zenodo.3539112,CIF (P1 Symmetry),Open Source,
LARNIE_clean,LARNIE,CoRE 2019,Real,Machine Learning,1.44887,552.077,799.885,0.4668,0.322183,4.62596,4.14329,DOI: 10.5281/zenodo.3533531,CIF (P1 Symmetry),Open Source,
VUCDEE_clean,VUCDEE,CoRE 2019,Real,Machine Learning,1.85712,0.0,0.0,0.4638,0.249741,5.77607,2.92863,DOI: 10.5281/zenodo.3538338,CIF (P1 Symmetry),Open Source,
CAKXOD_CoRE,CAKXOD,CoRE,Real,Crystallographic properties,2.00641,0.0,0.0,0.270004,0.227206,4.11875,2.79775,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
IJENER_CoRE,IJENER,CoRE,Real,Crystallographic properties,1.64534,0.0,0.0,0.411582,0.304832,6.00155,2.57734,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source,
